employee_id,hire_date,termination_date,employment_status,job_level,job_family,location,manager_id,organization_id
E02225,2021-04-12,,Active,L4,Product,North America,E02361,ORG003
E02226,2023-02-09,,Active,L4,Software Engineering,Asia Pacific,E03254,ORG022
E02227,2024-06-26,,Active,L4,Marketing,Asia Pacific,E03244,ORG038
E02228,2022-06-05,,Active,L4,Program Management,North America,E02355,ORG016
E02229,2021-03-31,,Active,L5,Program Management,North America,E02355,ORG019
E02230,2026-06-12,,Active,L4,Program Management,North America,E02438,ORG031
E02231,2019-09-07,,Active,L6,Data,Europe,E01998,ORG003
E02232,2024-02-29,,Active,L4,Operations,North America,E00588,ORG047
E02233,2019-03-27,,Active,L2,Marketing,North America,E01796,ORG009
E02234,2021-03-31,,Active,L3,Sales,Europe,E03600,ORG002
E02235,2023-06-08,2025-12-01,Terminated,L4,Product,Asia Pacific,E04899,ORG001
E02236,2020-08-09,,Active,L4,Data,Asia Pacific,E04059,ORG020
E02237,2025-09-14,,Active,L4,HR,Asia Pacific,E04326,ORG043
E02238,2020-03-30,,Active,L5,Sales,Asia Pacific,E03910,ORG040
E02239,2023-04-23,,Active,L3,Marketing,Europe,E02527,ORG045
E02240,2021-02-01,,Active,L5,Finance,Asia Pacific,E03411,ORG026
E02241,2018-07-16,,Active,L5,Operations,North America,E04180,ORG022
E02242,2026-07-17,,Active,L4,HR,Asia Pacific,E01054,ORG019
E02243,2023-12-24,,Active,L4,HR,Asia Pacific,E00721,ORG003
E02244,2019-10-28,,Active,L3,HR,Europe,E01258,ORG045
E02245,2018-11-03,,Active,L4,Product,North America,E02693,ORG025
E02246,2021-03-26,,Active,L5,Marketing,North America,E03924,ORG023
E02247,2018-04-07,,Active,L6,Data,North America,E02229,ORG025
E02248,2025-12-27,,Active,L4,Data,North America,E04919,ORG039
E02249,2020-05-14,,Active,L3,Finance,North America,E01589,ORG011
E02250,2026-01-03,,Active,L5,Finance,North America,E02295,ORG035
E02251,2018-06-11,,Active,L5,Operations,North America,E04574,ORG035
E02252,2020-03-12,,Active,L3,Marketing,Asia Pacific,E00835,ORG042
E02253,2020-02-10,,Active,L5,Sales,Europe,E04156,ORG001
E02254,2022-06-17,,Active,L2,HR,Asia Pacific,E00729,ORG009
E02255,2018-12-01,,Active,L2,Software Engineering,North America,E04535,ORG023
E02256,2024-03-20,,Active,L2,Data,North America,E01574,ORG042
E02257,2025-06-20,,Active,L2,Software Engineering,North America,E03189,ORG047
E02258,2021-12-19,,Active,L6,Finance,Asia Pacific,E03578,ORG029
E02259,2020-11-25,,Active,L4,HR,North America,E01824,ORG011
E02260,2018-08-23,,Active,L3,Sales,Europe,E02786,ORG009
E02261,2022-09-21,,Active,L4,Data,North America,E03798,ORG031
E02262,2024-02-25,,Active,L3,Product,North America,E04391,ORG011
E02263,2025-02-18,,Active,L3,Program Management,North America,E00518,ORG027
E02264,2022-09-26,,Active,L2,Finance,North America,E02492,ORG041
E02265,2026-09-11,,Active,L4,Data,North America,E04270,ORG019
E02266,2020-07-06,,Active,L2,Sales,Asia Pacific,E02810,ORG019
E02267,2026-08-28,,Active,L5,Data,North America,E00118,ORG002
E02268,2018-08-05,,Active,L3,Operations,North America,E00591,ORG013
E02269,2025-07-17,,Active,L5,Marketing,North America,E04083,ORG034
E02270,2023-11-23,,Active,L5,Software Engineering,Latin America,E02073,ORG018
E02271,2020-04-25,,Active,L2,HR,Europe,E03524,ORG008
E02272,2018-06-02,,Active,L2,Operations,Europe,E04462,ORG006
E02273,2018-04-26,,Active,L6,Sales,Europe,E00423,ORG005
E02274,2019-12-07,,Active,L4,Finance,Asia Pacific,E02251,ORG032
E02275,2024-04-10,,Active,L4,Sales,North America,E00713,ORG030
E02276,2019-12-12,,Active,L2,Program Management,Asia Pacific,E04214,ORG026
E02277,2023-08-05,,Active,L3,Software Engineering,Asia Pacific,E02240,ORG025
E02278,2025-07-14,,Active,L4,HR,North America,E04394,ORG008
E02279,2020-01-28,,Active,L6,Marketing,North America,E01461,ORG025
E02280,2020-02-09,,Active,L3,Program Management,Europe,E00693,ORG003
E02281,2022-02-22,,Active,L5,Sales,North America,E04349,ORG045
E02282,2025-09-07,,Active,L5,Sales,North America,E03115,ORG003
E02283,2019-06-02,,Active,L2,Finance,North America,E00925,ORG021
E02284,2024-06-22,,Active,L3,Sales,North America,E03454,ORG001
E02285,2021-01-06,,Active,L3,Finance,Europe,E02028,ORG039
E02286,2022-04-09,,Active,L4,Sales,North America,E00203,ORG009
E02287,2022-11-30,,Active,L4,Program Management,Europe,E01226,ORG045
E02288,2019-03-05,,Active,L4,Operations,North America,E03767,ORG003
E02289,2024-03-19,,Active,L3,Data,North America,E00598,ORG040
E02290,2020-04-10,,Active,L5,Software Engineering,North America,E01650,ORG032
E02291,2024-04-26,,Active,L4,Finance,Asia Pacific,E01224,ORG013
E02292,2024-07-04,,Active,L4,HR,North America,E03702,ORG010
E02293,2021-10-30,,Active,L4,Data,Europe,E04324,ORG018
E02294,2026-12-06,,Active,L3,Data,Asia Pacific,E03934,ORG041
E02295,2021-02-11,,Active,L5,Data,Europe,E03600,ORG042
E02296,2022-04-17,,Active,L3,Operations,North America,E00429,ORG009
E02297,2019-05-05,,Active,L3,Program Management,North America,E04563,ORG018
E02298,2022-06-23,,Active,L2,Data,Europe,E00797,ORG012
E02299,2019-07-06,,Active,L4,Sales,Asia Pacific,E01983,ORG006
E02300,2025-06-05,,Active,L4,Operations,Asia Pacific,E04133,ORG032
E02301,2025-05-20,,Active,L3,Data,Europe,E01142,ORG017
E02302,2022-05-03,,Active,L5,HR,North America,E01016,ORG011
E02303,2025-04-06,,Active,L5,Marketing,Asia Pacific,E00111,ORG042
E02304,2020-04-21,,Active,L2,Program Management,Europe,E01735,ORG037
E02305,2023-06-22,,Active,L5,Marketing,Latin America,E02482,ORG038
E02306,2023-03-11,,Active,L3,Program Management,Asia Pacific,E02322,ORG002
E02307,2021-08-28,,Active,L7,Data,North America,,ORG045
E02308,2018-01-15,,Leave,L3,Software Engineering,Europe,E00173,ORG028
E02309,2021-05-01,,Active,L3,Data,Europe,E00978,ORG025
E02310,2025-06-15,,Active,L4,Product,North America,E00021,ORG001
E02311,2021-08-09,,Active,L3,Program Management,Europe,E01063,ORG044
E02312,2022-04-18,,Active,L5,Program Management,North America,E03074,ORG027
E02313,2018-12-20,,Active,L4,Operations,North America,E00038,ORG040
E02314,2026-04-09,,Active,L3,Sales,Asia Pacific,E00809,ORG032
E02315,2019-11-08,,Active,L4,Data,North America,E02766,ORG039
E02316,2024-04-01,,Active,L6,Marketing,Asia Pacific,E02835,ORG034
E02317,2024-04-11,,Active,L5,Product,North America,E04485,ORG045
E02318,2024-09-24,,Active,L4,Marketing,Asia Pacific,E02897,ORG011
E02319,2022-10-20,,Active,L3,Software Engineering,Asia Pacific,E04616,ORG010
E02320,2021-02-10,,Active,L3,Data,Asia Pacific,E03656,ORG035
E02321,2018-11-26,,Active,L6,Software Engineering,North America,E02786,ORG025
E02322,2021-10-10,,Active,L5,Product,Latin America,E01871,ORG029
E02323,2020-12-06,,Active,L4,Marketing,North America,E00527,ORG035
E02324,2024-06-19,,Active,L6,Operations,Asia Pacific,E03533,ORG027
E02325,2023-03-16,,Active,L2,Software Engineering,North America,E04686,ORG039
E02326,2018-07-03,,Active,L5,Finance,North America,E01767,ORG016
E02327,2026-10-19,,Active,L3,Operations,Europe,E01726,ORG042
E02328,2022-11-24,,Active,L2,HR,North America,E00463,ORG006
E02329,2025-09-16,,Active,L4,HR,North America,E03020,ORG031
E02330,2021-08-31,,Active,L3,Sales,North America,E01516,ORG044
E02331,2025-07-28,,Active,L6,Software Engineering,North America,E00041,ORG013
E02332,2026-01-16,,Active,L3,Operations,Latin America,E00036,ORG016
E02333,2023-05-23,,Active,L5,Finance,Europe,E01637,ORG015
E02334,2022-06-15,,Active,L5,Finance,North America,E02302,ORG028
E02335,2019-07-22,,Active,L5,Marketing,Asia Pacific,E02267,ORG020
E02336,2019-11-24,,Active,L6,Marketing,Europe,E03725,ORG006
E02337,2021-12-09,,Active,L4,Sales,Asia Pacific,E02690,ORG044
E02338,2025-11-20,,Active,L3,Product,Europe,E03921,ORG010
E02339,2024-08-06,,Active,L3,Operations,North America,E01447,ORG026
E02340,2025-06-25,,Active,L3,Sales,North America,E01121,ORG029
E02341,2022-09-14,,Active,L6,Product,Asia Pacific,E02753,ORG002
E02342,2023-06-17,,Active,L4,HR,Asia Pacific,E00507,ORG005
E02343,2021-01-06,,Active,L3,Product,Asia Pacific,E03837,ORG048
E02344,2023-02-01,,Active,L3,Software Engineering,North America,E00899,ORG033
E02345,2026-10-09,,Active,L4,Product,Asia Pacific,E04566,ORG002
E02346,2022-06-10,,Active,L5,Marketing,North America,E04923,ORG039
E02347,2023-11-03,,Active,L3,Marketing,Europe,E02740,ORG025
E02348,2026-11-04,,Active,L5,Sales,North America,E01524,ORG004
E02349,2019-02-25,,Active,L4,Product,Asia Pacific,E01655,ORG033
E02350,2025-12-08,,Active,L5,Sales,Latin America,E02101,ORG025
E02351,2018-04-16,,Active,L3,Software Engineering,North America,E02371,ORG010
E02352,2018-08-30,,Active,L4,Software Engineering,Asia Pacific,E00352,ORG043
E02353,2019-10-03,,Active,L2,Product,Europe,E00937,ORG015
E02354,2018-05-22,,Active,L3,Software Engineering,North America,E03943,ORG014
E02355,2025-11-23,,Active,L5,Finance,North America,E00225,ORG014
E02356,2024-07-08,,Active,L4,HR,Asia Pacific,E02217,ORG038
E02357,2024-11-01,,Active,L3,Data,North America,E04377,ORG035
E02358,2025-02-23,,Active,L5,Data,North America,E00418,ORG044
E02359,2019-04-27,,Active,L2,Operations,Asia Pacific,E04616,ORG012
E02360,2024-10-11,,Active,L4,Software Engineering,Europe,E02346,ORG039
E02361,2024-02-13,,Active,L7,Sales,Asia Pacific,,ORG028
E02362,2020-03-09,,Active,L4,Program Management,Europe,E02073,ORG015
E02363,2024-02-26,,Active,L5,Program Management,Europe,E03587,ORG002
E02364,2022-06-16,,Active,L4,Data,Asia Pacific,E03890,ORG040
E02365,2022-09-01,,Active,L5,HR,North America,E02346,ORG012
E02366,2024-05-24,,Active,L4,HR,North America,E00393,ORG031
E02367,2022-07-30,,Active,L5,HR,Europe,E04847,ORG027
E02368,2022-12-24,,Active,L3,Operations,Latin America,E00038,ORG001
E02369,2019-10-16,,Active,L5,Product,North America,E04365,ORG049
E02370,2021-08-07,,Active,L3,Data,Latin America,E02117,ORG040
E02371,2024-06-28,,Active,L7,Product,Asia Pacific,,ORG024
E02372,2018-10-19,,Active,L3,Operations,North America,E02603,ORG033
E02373,2021-09-24,,Active,L3,Software Engineering,North America,E03840,ORG024
E02374,2020-09-14,,Active,L5,Data,North America,E04693,ORG037
E02375,2020-10-15,,Active,L3,Software Engineering,Europe,E00728,ORG007
E02376,2026-10-11,,Active,L3,Data,North America,E04052,ORG022
E02377,2019-12-10,,Active,L5,Data,North America,E03306,ORG017
E02378,2023-03-20,,Active,L2,Operations,North America,E01777,ORG023
E02379,2024-12-10,,Active,L2,HR,Latin America,E02084,ORG022
E02380,2019-07-20,,Active,L4,Operations,North America,E03872,ORG007
E02381,2026-03-30,2026-09-30,Terminated,L3,Data,North America,E00666,ORG048
E02382,2022-01-29,,Active,L3,Program Management,North America,E02547,ORG001
E02383,2022-09-29,,Active,L2,Data,North America,E03648,ORG001
E02384,2022-10-31,,Active,L3,Finance,North America,E02749,ORG019
E02385,2024-10-17,,Active,L3,Product,Asia Pacific,E02216,ORG031
E02386,2021-06-17,,Active,L2,Program Management,Europe,E02648,ORG009
E02387,2023-12-08,2026-07-22,Terminated,L4,Marketing,North America,E02583,ORG026
E02388,2022-05-27,,Active,L4,Finance,Asia Pacific,E04011,ORG035
E02389,2020-07-20,,Active,L2,HR,North America,E04095,ORG005
E02390,2021-12-30,,Active,L3,Program Management,Asia Pacific,E04575,ORG048
E02391,2023-04-26,,Active,L6,Marketing,North America,E00337,ORG017
E02392,2026-12-11,,Active,L4,HR,Asia Pacific,E01547,ORG032
E02393,2020-10-18,,Active,L4,Operations,Latin America,E04394,ORG006
E02394,2019-07-05,,Active,L4,Finance,Asia Pacific,E03209,ORG035
E02395,2024-05-06,,Active,L3,Finance,North America,E01826,ORG041
E02396,2023-08-03,,Active,L5,Software Engineering,Europe,E03162,ORG006
E02397,2019-02-16,,Active,L6,Product,Asia Pacific,E02303,ORG007
E02398,2026-12-09,,Active,L6,HR,Europe,E04433,ORG014
E02399,2022-01-31,,Active,L3,Program Management,North America,E02827,ORG001
E02400,2019-03-25,,Active,L3,Sales,North America,E02211,ORG048
E02401,2025-05-01,,Active,L3,Operations,North America,E03150,ORG029
E02402,2020-05-01,,Active,L3,Data,North America,E00914,ORG030
E02403,2023-03-29,,Active,L3,Finance,North America,E03867,ORG047
E02404,2020-08-19,,Active,L4,Finance,Europe,E00968,ORG041
E02405,2023-01-17,,Active,L3,Program Management,North America,E00103,ORG040
E02406,2020-03-04,,Active,L6,Sales,North America,E00216,ORG017
E02407,2024-12-16,,Active,L2,Program Management,North America,E00309,ORG017
E02408,2019-11-08,,Active,L2,Software Engineering,Latin America,E00486,ORG015
E02409,2023-05-24,,Active,L5,Software Engineering,Europe,E00212,ORG017
E02410,2022-02-07,,Active,L5,Marketing,Europe,E01468,ORG018
E02411,2025-08-19,,Active,L3,Program Management,Asia Pacific,E04803,ORG007
E02412,2023-10-05,,Active,L4,Program Management,Europe,E00491,ORG018
E02413,2018-08-30,,Active,L3,Product,North America,E03391,ORG022
E02414,2020-01-09,,Active,L3,HR,Europe,E04364,ORG015
E02415,2021-05-11,,Active,L4,Finance,North America,E04047,ORG009
E02416,2024-12-19,,Active,L3,Marketing,Europe,E01752,ORG019
E02417,2020-01-30,,Active,L4,Marketing,North America,E00225,ORG024
E02418,2024-10-18,,Active,L3,Marketing,Asia Pacific,E01777,ORG035
E02419,2022-02-02,,Active,L5,Product,Europe,E03053,ORG035
E02420,2019-02-04,,Active,L5,Finance,North America,E03801,ORG010
E02421,2021-09-19,,Active,L3,Program Management,Europe,E00679,ORG002
E02422,2024-06-16,,Active,L2,HR,North America,E01469,ORG015
E02423,2018-11-24,,Active,L4,HR,North America,E03053,ORG008
E02424,2025-07-10,,Active,L5,Product,Asia Pacific,E03594,ORG020
E02425,2022-10-28,2026-09-04,Terminated,L4,Sales,Asia Pacific,E01517,ORG048
E02426,2022-12-15,,Active,L5,Product,Europe,E04101,ORG009
E02427,2020-05-25,,Active,L4,Marketing,North America,E04005,ORG016
E02428,2023-09-19,,Active,L3,Sales,North America,E01746,ORG036
E02429,2023-05-08,,Active,L4,Data,North America,E02724,ORG025
E02430,2020-08-11,,Active,L3,Program Management,Europe,E02367,ORG003
E02431,2026-02-06,,Active,L5,Program Management,Europe,E03344,ORG008
E02432,2020-12-17,,Active,L3,Sales,North America,E01565,ORG046
E02433,2022-01-25,,Active,L3,HR,North America,E01603,ORG005
E02434,2021-06-09,,Active,L4,Data,North America,E02073,ORG031
E02435,2023-02-16,,Active,L4,Sales,North America,E01014,ORG039
E02436,2021-08-26,,Active,L4,Software Engineering,North America,E02943,ORG013
E02437,2018-10-30,,Active,L4,Program Management,North America,E04789,ORG036
E02438,2019-01-11,,Active,L6,Software Engineering,North America,E01691,ORG009
E02439,2022-04-18,,Active,L5,Software Engineering,North America,E04325,ORG014
E02440,2018-11-29,,Active,L6,Operations,North America,E02305,ORG016
E02441,2022-05-20,,Active,L4,Data,Europe,E00810,ORG050
E02442,2022-05-27,,Active,L4,Data,Asia Pacific,E02497,ORG011
E02443,2021-08-23,,Active,L4,Sales,North America,E02512,ORG007
E02444,2019-02-11,,Active,L4,Program Management,North America,E00108,ORG045
E02445,2025-08-27,,Active,L3,Finance,Europe,E02371,ORG008
E02446,2018-04-10,,Active,L4,Marketing,North America,E00803,ORG043
E02447,2019-06-27,,Active,L2,Data,North America,E03970,ORG032
E02448,2024-06-18,,Active,L2,Sales,North America,E02756,ORG028
E02449,2023-12-18,,Active,L5,Data,North America,E01477,ORG037
E02450,2024-11-16,,Active,L2,HR,Asia Pacific,E00017,ORG036
E02451,2022-12-24,,Active,L4,Product,Asia Pacific,E02883,ORG006
E02452,2020-02-11,,Active,L4,Software Engineering,North America,E03524,ORG050
E02453,2024-05-03,,Active,L3,Product,North America,E02074,ORG046
E02454,2024-05-28,,Active,L6,Program Management,Latin America,E04530,ORG044
E02455,2018-02-28,,Active,L3,HR,Europe,E00932,ORG031
E02456,2020-09-30,,Active,L6,HR,Latin America,E03790,ORG026
E02457,2024-11-21,,Active,L5,HR,Asia Pacific,E02492,ORG026
E02458,2021-10-25,,Active,L3,Data,North America,E01530,ORG001
E02459,2022-04-29,,Active,L2,Marketing,North America,E01374,ORG025
E02460,2024-06-06,,Active,L3,Program Management,North America,E02223,ORG031
E02461,2025-12-20,,Active,L3,Software Engineering,Asia Pacific,E00377,ORG032
E02462,2018-08-08,,Active,L3,Marketing,North America,E03244,ORG017
E02463,2018-04-18,,Active,L7,Sales,Europe,,ORG023
E02464,2023-02-21,,Active,L3,Data,Europe,E01999,ORG031
E02465,2023-06-03,,Active,L5,Program Management,Asia Pacific,E03409,ORG021
E02466,2026-08-08,,Active,L2,Marketing,Asia Pacific,E02606,ORG047
E02467,2023-03-22,2024-03-17,Terminated,L7,HR,North America,,ORG035
E02468,2026-05-19,,Active,L3,Software Engineering,North America,E04899,ORG001
E02469,2023-12-09,,Active,L4,HR,Europe,E00391,ORG002
E02470,2022-01-19,,Active,L4,Software Engineering,Asia Pacific,E02465,ORG034
E02471,2023-03-25,,Active,L2,Program Management,Europe,E02724,ORG020
E02472,2019-09-02,,Active,L5,Software Engineering,Europe,E01178,ORG041
E02473,2020-06-10,,Active,L3,HR,Asia Pacific,E03358,ORG009
E02474,2019-01-28,,Active,L4,Marketing,North America,E01752,ORG001
E02475,2025-12-12,,Active,L4,Data,North America,E03831,ORG019
E02476,2021-08-29,,Active,L4,Finance,Asia Pacific,E04596,ORG036
E02477,2026-01-13,,Active,L2,Product,Europe,E04270,ORG048
E02478,2020-09-06,,Active,L3,HR,Asia Pacific,E03180,ORG043
E02479,2024-08-09,2026-11-29,Terminated,L3,Software Engineering,North America,E03608,ORG024
E02480,2023-05-07,,Active,L3,Program Management,Europe,E04333,ORG040
E02481,2022-10-20,,Active,L2,Software Engineering,North America,E04910,ORG004
E02482,2023-10-28,,Active,L6,Sales,North America,E03656,ORG028
E02483,2023-01-27,,Active,L4,Data,North America,E04560,ORG045
E02484,2024-10-17,,Active,L4,Finance,Asia Pacific,E04829,ORG020
E02485,2020-03-23,,Active,L3,Software Engineering,North America,E00865,ORG047
E02486,2018-09-10,,Active,L3,Finance,North America,E02517,ORG011
E02487,2022-02-10,,Active,L4,HR,North America,E01734,ORG006
E02488,2020-09-29,,Active,L3,HR,North America,E04744,ORG026
E02489,2023-11-28,,Active,L3,Data,Europe,E03740,ORG044
E02490,2019-09-18,,Active,L4,HR,Europe,E04424,ORG016
E02491,2018-09-11,,Active,L4,Product,Europe,E01691,ORG039
E02492,2023-11-10,,Active,L7,HR,North America,,ORG009
E02493,2024-11-13,,Active,L3,Marketing,North America,E04219,ORG037
E02494,2025-07-18,,Active,L4,Software Engineering,North America,E00378,ORG027
E02495,2021-02-05,,Active,L2,Program Management,Europe,E04689,ORG009
E02496,2018-03-31,,Active,L3,Sales,Asia Pacific,E01098,ORG035
E02497,2021-01-17,,Active,L5,Software Engineering,North America,E02685,ORG035
E02498,2020-02-27,,Active,L3,Product,Latin America,E03601,ORG025
E02499,2019-05-09,,Active,L4,Operations,North America,E03735,ORG011
E02500,2021-05-27,,Active,L4,Marketing,Asia Pacific,E01002,ORG007
E02501,2018-11-14,,Active,L2,Product,Europe,E02807,ORG047
E02502,2023-10-16,,Active,L6,Program Management,Europe,E02697,ORG032
E02503,2023-11-30,,Active,L4,Sales,Europe,E03886,ORG040
E02504,2026-08-13,,Active,L5,Software Engineering,North America,E01555,ORG034
E02505,2023-11-05,,Active,L4,Product,Asia Pacific,E03836,ORG041
E02506,2023-10-13,,Active,L6,Product,North America,E03125,ORG008
E02507,2026-11-01,,Active,L3,Program Management,Europe,E03803,ORG025
E02508,2022-11-16,,Active,L4,Finance,North America,E04388,ORG033
E02509,2020-11-30,,Active,L5,Software Engineering,North America,E02098,ORG006
E02510,2021-01-08,,Active,L3,Program Management,Asia Pacific,E02110,ORG008
E02511,2018-06-16,,Active,L3,Marketing,North America,E03981,ORG031
E02512,2018-09-27,,Active,L7,Sales,North America,,ORG043
E02513,2024-02-28,2025-02-03,Terminated,L4,Marketing,North America,E03907,ORG032
E02514,2021-03-31,,Active,L5,HR,Europe,E04394,ORG002
E02515,2022-12-10,,Active,L4,Finance,Asia Pacific,E02786,ORG047
E02516,2021-12-09,,Active,L5,Software Engineering,Latin America,E03196,ORG007
E02517,2022-09-11,,Active,L6,Software Engineering,Europe,E00251,ORG012
E02518,2021-08-03,,Active,L4,Operations,North America,E02250,ORG048
E02519,2025-01-07,,Active,L3,Program Management,North America,E01160,ORG038
E02520,2022-05-27,,Active,L2,Sales,North America,E04270,ORG046
E02521,2021-06-28,,Active,L4,Data,Europe,E00581,ORG040
E02522,2026-05-01,,Active,L5,Marketing,Latin America,E03898,ORG032
E02523,2025-04-05,,Active,L4,Software Engineering,North America,E04181,ORG014
E02524,2024-04-01,,Active,L3,Program Management,North America,E02331,ORG016
E02525,2020-09-05,,Active,L3,Program Management,Europe,E03340,ORG046
E02526,2024-07-20,,Active,L4,Marketing,Europe,E02933,ORG042
E02527,2025-12-26,,Active,L5,HR,Europe,E03438,ORG018
E02528,2019-02-04,,Active,L3,Data,North America,E03427,ORG019
E02529,2024-03-01,,Active,L4,Sales,North America,E01191,ORG015
E02530,2026-07-27,,Leave,L5,HR,North America,E03437,ORG016
E02531,2026-12-10,,Active,L6,Data,North America,E04503,ORG042
E02532,2019-09-12,,Active,L2,Sales,Europe,E01517,ORG001
E02533,2018-10-20,,Active,L6,Data,North America,E01485,ORG022
E02534,2023-07-28,,Active,L4,Program Management,North America,E01418,ORG046
E02535,2020-12-24,,Active,L5,Software Engineering,Latin America,E04556,ORG027
E02536,2020-10-04,,Active,L2,Data,Europe,E04433,ORG022
E02537,2023-08-18,,Active,L4,Finance,North America,E01687,ORG016
E02538,2024-04-27,,Active,L4,HR,Latin America,E04679,ORG004
E02539,2019-11-14,,Active,L3,Operations,North America,E03823,ORG011
E02540,2025-10-08,,Active,L4,Program Management,Asia Pacific,E01974,ORG005
E02541,2019-09-02,,Active,L4,Operations,North America,E04111,ORG007
E02542,2025-06-27,,Active,L4,Software Engineering,Asia Pacific,E04562,ORG008
E02543,2023-03-03,,Active,L2,Data,North America,E04353,ORG015
E02544,2020-05-09,,Active,L4,Software Engineering,North America,E02334,ORG001
E02545,2021-01-21,,Active,L3,Data,Latin America,E01015,ORG046
E02546,2022-06-15,,Active,L6,HR,Europe,E00816,ORG006
E02547,2019-08-19,,Active,L7,Finance,North America,,ORG019
E02548,2022-06-19,,Active,L3,Software Engineering,North America,E04133,ORG043
E02549,2021-07-12,,Active,L3,Finance,North America,E03702,ORG006
E02550,2025-11-10,,Active,L3,Operations,North America,E03566,ORG024
E02551,2018-02-05,,Active,L4,Software Engineering,Europe,E00190,ORG041
E02552,2018-06-02,,Active,L6,Marketing,North America,E04829,ORG027
E02553,2021-10-05,,Active,L4,Marketing,Latin America,E00549,ORG011
E02554,2021-11-15,,Active,L2,HR,Asia Pacific,E02941,ORG036
E02555,2024-09-24,,Active,L2,Sales,Latin America,E04697,ORG033
E02556,2025-04-06,,Active,L3,Operations,Europe,E01146,ORG018
E02557,2022-01-26,,Active,L5,Sales,North America,E02613,ORG003
E02558,2023-12-31,,Active,L4,Operations,Europe,E04206,ORG001
E02559,2024-06-14,2026-07-15,Terminated,L4,Software Engineering,North America,E01258,ORG040
E02560,2022-08-04,,Active,L3,Software Engineering,North America,E00490,ORG016
E02561,2023-07-14,,Active,L6,Sales,Asia Pacific,E02377,ORG007
E02562,2022-08-12,,Active,L3,Operations,Europe,E03974,ORG026
E02563,2018-05-02,,Active,L5,HR,North America,E02922,ORG045
E02564,2019-09-22,2026-06-17,Terminated,L6,Software Engineering,North America,E02180,ORG001
E02565,2020-10-05,2025-09-01,Terminated,L4,Operations,North America,E03203,ORG003
E02566,2023-05-10,,Active,L6,Data,Europe,E00217,ORG021
E02567,2021-11-20,2026-08-03,Terminated,L3,Software Engineering,North America,E01688,ORG033
E02568,2026-11-02,,Active,L4,Data,Asia Pacific,E04397,ORG024
E02569,2024-09-02,,Leave,L2,Software Engineering,Europe,E01900,ORG044
E02570,2024-12-21,,Active,L4,Finance,North America,E04829,ORG003
E02571,2020-09-23,,Active,L3,Data,Asia Pacific,E02785,ORG017
E02572,2025-11-20,,Active,L2,Software Engineering,Asia Pacific,E04666,ORG018
E02573,2020-07-25,,Active,L2,HR,Asia Pacific,E03158,ORG017
E02574,2023-12-22,,Active,L3,Software Engineering,North America,E02041,ORG024
E02575,2024-09-21,,Active,L4,Finance,North America,E04590,ORG039
E02576,2024-04-26,,Active,L4,Sales,Europe,E01280,ORG016
E02577,2019-07-05,,Active,L3,Sales,Asia Pacific,E01930,ORG037
E02578,2026-05-17,,Active,L7,Software Engineering,Latin America,,ORG008
E02579,2021-08-22,,Active,L6,Software Engineering,North America,E03648,ORG028
E02580,2018-02-26,,Active,L2,HR,Europe,E04377,ORG019
E02581,2024-09-01,,Active,L4,Program Management,North America,E00926,ORG027
E02582,2026-03-22,,Active,L4,Program Management,North America,E04972,ORG006
E02583,2025-09-20,,Active,L5,Operations,North America,E02106,ORG047
E02584,2021-11-05,,Active,L3,Finance,North America,E01655,ORG044
E02585,2018-12-09,,Active,L5,Operations,Europe,E00605,ORG040
E02586,2019-06-14,,Active,L2,Data,North America,E00114,ORG044
E02587,2021-09-20,,Active,L3,Data,Europe,E02823,ORG008
E02588,2023-12-04,,Active,L5,Data,Europe,E03068,ORG025
E02589,2021-01-28,,Active,L4,Product,North America,E00448,ORG016
E02590,2025-01-30,,Active,L5,Sales,Europe,E04511,ORG043
E02591,2021-06-14,,Active,L2,Marketing,North America,E02766,ORG010
E02592,2022-03-10,,Active,L3,Operations,North America,E00229,ORG011
E02593,2018-07-07,,Active,L2,Data,Latin America,E04207,ORG034
E02594,2025-04-22,,Active,L3,Data,North America,E00933,ORG005
E02595,2019-03-28,,Active,L2,Sales,North America,E03361,ORG036
E02596,2026-04-14,,Active,L4,Program Management,Europe,E03391,ORG013
E02597,2026-07-03,,Active,L4,Sales,North America,E04050,ORG032
E02598,2021-10-03,,Active,L4,Operations,North America,E04048,ORG043
E02599,2019-02-05,,Active,L3,Sales,Asia Pacific,E04931,ORG030
E02600,2026-10-01,,Active,L2,Software Engineering,Europe,E00416,ORG011
E02601,2024-12-06,,Active,L5,Sales,Europe,E01764,ORG003
E02602,2022-05-03,2026-06-23,Terminated,L2,Operations,Asia Pacific,E01762,ORG003
E02603,2019-07-31,,Active,L6,Program Management,North America,E01824,ORG005
E02604,2022-12-11,,Active,L2,Operations,North America,E01135,ORG029
E02605,2019-10-03,,Active,L4,Product,North America,E01127,ORG017
E02606,2019-12-27,,Active,L6,Finance,North America,E04828,ORG012
E02607,2018-05-07,,Active,L4,HR,Latin America,E04495,ORG011
E02608,2023-05-30,,Active,L4,Sales,Asia Pacific,E03415,ORG046
E02609,2019-09-19,,Active,L5,Marketing,North America,E02807,ORG006
E02610,2018-10-04,,Active,L2,Program Management,North America,E02358,ORG015
E02611,2024-01-03,,Active,L5,HR,North America,E03411,ORG023
E02612,2020-08-12,,Active,L6,Sales,Europe,E04330,ORG001
E02613,2020-11-26,,Active,L7,Data,North America,,ORG045
